name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2023-06-23,21.2,18.4,19.6,21.2,18.4,19.6,17.5,87.9,0.295,100,12.5,rain,0,0,16.6,14.7,80.7,1017.1,97,15.2,62.5,5.3,2,10,2023-06-23T05:25:32,2023-06-23T20:31:02,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-06-24,26.1,20,22.5,26.1,20,22.5,19.9,86.1,1.24,100,16.67,rain,0,0,25.9,16.7,157.9,1011.2,72.7,12.4,159.6,13.9,6,30,2023-06-24T05:25:49,2023-06-24T20:31:09,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-06-25,29.1,21,23.9,30.6,21,24.2,19.7,78.3,0.477,100,8.33,rain,0,0,50,18.3,170.4,1009.8,20,15.8,220.6,19,10,30,2023-06-25T05:26:08,2023-06-25T20:31:15,0.24,Rain,Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-06-26,26.1,21,22.7,26.1,21,22.7,19.8,84.4,0.516,100,16.67,rain,0,0,88.9,20.1,58.3,1007.9,52.3,14.6,126.2,10.8,5,10,2023-06-26T05:26:29,2023-06-26T20:31:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-06-27,27.1,19.4,22.1,28.4,19.4,22.2,19.1,83.8,0.398,100,25,rain,0,0,60.3,14.5,191.9,1006,54.6,14.7,160.4,13.7,7,10,2023-06-27T05:26:51,2023-06-27T20:31:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-06-28,27.8,20,23.4,28.8,20,23.6,17.6,71.1,0,0,0,,0,0,71.4,14.5,250.5,1009.5,52.6,15.1,215.7,18.7,8,30,2023-06-28T05:27:15,2023-06-28T20:31:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-06-29,28.3,19.3,23.5,28.1,19.3,23.6,15.5,61.8,0.46,100,8.33,rain,0,0,88.9,12.2,249.2,1015.9,37.5,13.6,274,23.9,10,10,2023-06-29T05:27:40,2023-06-29T20:31:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-06-30,28.8,20.7,24.4,29,20.7,24.4,16.8,64.8,0.69,100,12.5,rain,0,0,74.2,18.3,213.9,1017.7,8.1,8.6,264.3,22.9,8,10,2023-06-30T05:28:07,2023-06-30T20:31:13,0.41,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-07-01,27.2,20.7,23.6,27.6,20.7,23.7,16.3,64.2,0.23,100,4.17,rain,0,0,88.1,21.8,192.7,1017.3,22.1,14.3,256.9,22.3,8,10,2023-07-01T05:28:36,2023-07-01T20:31:07,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-07-02,31,21.7,24.9,33.9,21.7,25.6,20.7,78.1,0.596,100,25,rain,0,0,50,14.2,173.2,1011.6,71.6,14.8,169,14.5,8,30,2023-07-02T05:29:06,2023-07-02T20:30:58,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-07-03,31.1,23.3,26.9,34.2,23.3,28.1,20.9,71.3,0.759,100,20.83,rain,0,0,47.9,14.7,263.6,1010.1,36.6,15.7,229.8,19.8,9,30,2023-07-03T05:29:38,2023-07-03T20:30:48,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-07-04,27.8,22.9,24.3,30.2,22.9,24.4,21.4,84.5,0.481,100,12.5,rain,0,0,55.4,10.7,253.5,1012.4,51.4,14.8,147.4,12.5,8,60,2023-07-04T05:30:11,2023-07-04T20:30:36,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-07-05,33.3,22.8,27.3,34.8,22.8,28.2,20.5,69.7,0,0,0,,0,0,81.4,12.3,286.4,1014.9,0.5,12.5,306.7,26.6,9,30,2023-07-05T05:30:45,2023-07-05T20:30:21,0.58,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-06,31.2,23.9,27.1,34,23.9,27.9,20.9,70.8,0.46,100,8.33,rain,0,0,64.8,17.5,168.4,1013.9,4.7,16,304.7,26.4,9,30,2023-07-06T05:31:21,2023-07-06T20:30:05,0.61,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-07,30,23.4,25.8,32.7,23.4,26.7,21.7,78.9,0,0,0,,0,0,31.7,14,196.1,1011.5,47.1,16,270,23.3,9,30,2023-07-07T05:31:58,2023-07-07T20:29:46,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-08,30.7,23.9,25.7,33.4,23.9,26.4,22.1,81.1,0,0,0,,0,0,63,17.8,172,1010.9,65.2,15.4,205.6,17.9,9,60,2023-07-08T05:32:37,2023-07-08T20:29:25,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-09,27.2,23.9,25.2,29.2,23.9,25.6,22.1,83.3,1.427,100,29.17,rain,0,0,55.4,18.4,139.2,1009.9,84.8,15.2,134.2,11.7,5,30,2023-07-09T05:33:16,2023-07-09T20:29:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-10,31,22.2,25.8,32,22.2,26.2,19.5,71.1,0.013,100,4.17,rain,0,0,72.5,15,310.9,1008.1,53.9,16,212.4,18.3,9,10,2023-07-10T05:33:57,2023-07-10T20:28:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-11,31.1,21.7,26.7,31.8,21.7,26.9,15.8,51.9,0.23,100,4.17,rain,0,0,69.3,13,248.5,1012,2.7,16,277.3,23.9,10,10,2023-07-11T05:34:39,2023-07-11T20:28:12,0.79,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-12,32.8,23.5,28.1,33.2,23.5,28.4,17.5,53.8,0.23,100,4.17,rain,0,0,85.1,14.5,248.9,1013.2,3.5,15.9,288.6,25,10,10,2023-07-12T05:35:22,2023-07-12T20:27:43,0.82,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-13,31.1,24.4,28.1,35.3,24.4,30,20.8,64.9,0,0,0,,0,0,83.2,28.6,184.3,1011.3,8.6,15.8,254.7,22.1,10,60,2023-07-13T05:36:06,2023-07-13T20:27:13,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-14,29.3,23.3,25.9,32.5,23.3,27,21.1,74.6,0.547,100,20.83,rain,0,0,55.4,23.5,49.5,1012,68.6,14.7,200.7,17.3,9,60,2023-07-14T05:36:51,2023-07-14T20:26:40,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-15,31.6,22.2,26,36.1,22.2,27.3,22.5,82.3,0.34,100,12.5,rain,0,0,73.8,16.6,187.2,1013.7,41.1,15.4,245.9,21.3,10,60,2023-07-15T05:37:38,2023-07-15T20:26:06,0.93,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-16,26,24,24.9,26,24,24.9,24,94.6,12.326,100,37.5,rain,0,0,40.7,16.1,221.2,1010.2,87.1,14,66,5.9,4,60,2023-07-16T05:38:25,2023-07-16T20:25:29,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-17,31.6,23.5,27.2,34.5,23.5,28.3,21.7,74,0,0,0,,0,0,33.5,16.7,220.3,1012.8,25,15.5,261.2,22.7,9,30,2023-07-17T05:39:13,2023-07-17T20:24:51,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-18,28.8,22.9,25.6,32.4,22.9,26.1,21.3,77.6,0.498,100,12.5,rain,0,0,64.8,27.6,222.2,1014.3,18.5,15.1,133.7,11.5,6,60,2023-07-18T05:40:01,2023-07-18T20:24:11,0.03,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-19,27.8,23.3,24.7,29.7,23.3,24.9,19.6,73.9,0.098,100,8.33,rain,0,0,77.8,25.1,242.4,1016.3,44.3,13.8,123.7,10.6,6,60,2023-07-19T05:40:51,2023-07-19T20:23:29,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-20,29.9,22.8,26.1,30.6,22.8,26.2,18.6,66.1,0.46,100,8.33,rain,0,0,76,14.5,172.6,1015,22.9,13.5,237.7,20.6,9,30,2023-07-20T05:41:41,2023-07-20T20:22:45,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-21,31,22.8,26,32.6,22.8,26.6,19.5,68.7,0.91,100,16.67,rain,0,0,80.5,18.5,238.3,1008.3,48,15.7,255.2,22.2,10,30,2023-07-21T05:42:33,2023-07-21T20:21:59,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-22,29.9,21.7,25.6,29.1,21.7,25.5,15,53.2,0.929,100,8.33,rain,0,0,90.7,14.7,303.9,1009.1,6.8,15.9,280.7,24.3,10,10,2023-07-22T05:43:24,2023-07-22T20:21:12,0.16,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-23,32.6,22.8,26.6,32.2,22.8,26.6,16.3,54.4,0,0,0,,0,0,66.6,14.2,212,1014.2,9.3,16,281,24.2,10,10,2023-07-23T05:44:17,2023-07-23T20:20:23,0.2,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-24,29.3,23.4,25.9,30.3,23.4,26.2,18.3,63.6,0,0,0,,0,0,59,14.9,214.8,1019,3.3,15.6,232.6,20.1,9,30,2023-07-24T05:45:10,2023-07-24T20:19:32,0.23,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-25,30,21.6,24.3,32.2,21.6,24.8,19.3,74.7,1.193,100,16.67,rain,0,0,70.2,20.1,231,1018.4,24.4,15.2,202,17.2,9,30,2023-07-25T05:46:04,2023-07-25T20:18:39,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-26,30,20.6,25.2,31.8,20.6,25.8,18.7,68.8,0.23,100,4.17,rain,0,0,74.9,14.9,233.6,1018.7,2,15.8,288.5,24.8,9,10,2023-07-26T05:46:58,2023-07-26T20:17:44,0.3,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-27,32.2,23.9,28.2,37.4,23.9,30.6,22,69.8,0.416,100,12.5,rain,0,0,93.7,27.2,254.3,1014.5,39.3,15.6,208.6,18,9,60,2023-07-27T05:47:52,2023-07-27T20:16:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-28,33.3,25,28.9,36.5,25,30.5,21.4,65.4,0.23,100,4.17,rain,0,0,31.7,18,266.9,1014.9,24,15.8,277.8,23.9,10,30,2023-07-28T05:48:48,2023-07-28T20:15:50,0.36,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-29,31.2,24.3,27.3,34.5,24.3,28.6,21.1,69.6,0.073,100,8.33,rain,0,0,57.2,25.2,253.4,1009.1,33.2,15.6,261.2,22.7,8,30,2023-07-29T05:49:43,2023-07-29T20:14:51,0.4,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-30,28.2,19.3,23.7,27.7,19.3,23.6,13.4,54,0,0,0,,0,0,45.6,14.6,301.1,1013.1,27.3,16,267.9,23.2,10,10,2023-07-30T05:50:39,2023-07-30T20:13:50,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
New York,2023-07-31,27.9,20.6,24.3,27.5,20.6,24.2,13.2,50.9,0.46,100,8.33,rain,0,0,92.5,16.2,235.2,1015,23.7,15.9,267.7,23.1,10,30,2023-07-31T05:51:35,2023-07-31T20:12:47,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
