name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2023-01-01,12.2,10,11.1,12.2,8.5,11,4.3,64.9,0.365,100,12.5,rain,0,0,35.3,20,281.2,1012.2,33.8,15.4,96.4,8.4,4,10,2023-01-01T07:20:12,2023-01-01T16:39:10,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-02,13.4,8.4,11.3,13.4,7.1,11,4.2,62.3,0.44,100,8.33,rain,0,0,16.6,12.1,265,1019.3,55.7,15.5,43.8,3.6,3,10,2023-01-02T07:20:17,2023-01-02T16:40:01,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-03,13,7.9,10.6,13,6.6,10.3,8.7,87.9,9.585,100,29.17,rain,0,0,22.3,12.5,98.7,1014.4,90.4,8.7,16.2,1.5,1,10,2023-01-03T07:20:21,2023-01-03T16:40:53,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-04,18.7,9.2,14.4,18.7,7.4,14.2,10.8,79.7,0.459,100,16.67,rain,0,0,24.1,15.2,190.5,1009.9,67.6,13.3,59.1,5.1,3,10,2023-01-04T07:20:22,2023-01-04T16:41:48,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-05,9.4,7.1,8.5,8.8,4.3,7,7.1,90.7,0.46,100,12.5,rain,0,0,14.8,15.2,55.3,1013.4,100,9.6,26.9,2.3,1,10,2023-01-05T07:20:21,2023-01-05T16:42:43,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-06,8.9,4.5,6.8,7.1,1.2,5,3.2,78.5,6.76,100,20.83,rain,0,0,37.1,19.1,323.9,1015.5,93,12.4,31.3,2.8,2,10,2023-01-06T07:20:18,2023-01-06T16:43:40,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-07,6.7,3,4.8,4.4,-0.5,1.9,-2.2,60.9,0,0,0,,0,0,37.1,16.3,287.6,1020.6,43.2,16,50.8,4.4,3,10,2023-01-07T07:20:12,2023-01-07T16:44:38,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-08,4.8,0.7,3,4.4,-2.6,0.7,-5.8,53,0,0,0,,0,0,27.7,24.1,292.4,1024.4,18.7,16,86.4,7.4,4,10,2023-01-08T07:20:05,2023-01-08T16:45:38,0.56,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-09,6.7,3,4.4,4.2,0.3,2.3,-2.7,61.5,0.129,100,4.17,rain,0,0,33.5,18.6,289,1014.2,49.1,15.3,97,8.2,5,10,2023-01-09T07:19:55,2023-01-09T16:46:39,0.59,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-10,5,3.5,4.3,5,0.2,2.3,-4,54.7,0,0,0,,0,0,31.3,13.4,301.2,1016.6,87.8,15.8,23.5,1.9,1,10,2023-01-10T07:19:42,2023-01-10T16:47:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-11,4,1.7,3,3.1,-2.8,0,-5.3,54.7,0,0,0,,0,0,29.5,18.1,62.7,1023.2,83.7,16,47.2,4,2,10,2023-01-11T07:19:28,2023-01-11T16:48:44,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-12,12.2,2.7,7,12.2,-0.5,5.5,4,81.6,4.855,100,33.33,rain,0,0,55.4,21.5,94.7,1017.5,100,13.6,16.2,1.5,1,10,2023-01-12T07:19:11,2023-01-12T16:49:48,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-13,13.2,3.9,9.4,13.2,-0.3,8,5.2,75.8,4.105,100,16.67,rain,0,0,59.4,23.5,275.4,1002.2,88.3,14.8,26.6,2.1,2,10,2023-01-13T07:18:52,2023-01-13T16:50:53,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-14,3.4,0,1.2,-0.6,-6,-3.7,-5.1,62.9,0,0,0,"rain,snow",0,0,66.6,29.5,359.8,1009.5,99.8,14.8,44.1,3.8,2,10,2023-01-14T07:18:31,2023-01-14T16:51:59,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-15,4.8,-1.2,1.2,1.3,-7.2,-3.8,-8.2,50.9,0,0,0,"rain,snow",0,0,68.4,35.3,353.7,1015.3,42.4,16,111.7,9.7,5,10,2023-01-15T07:18:07,2023-01-15T16:53:06,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-16,8.7,-1.4,2.6,6.6,-7.5,-1.3,-11.8,35.2,0,0,0,"rain,snow",0,0,47.9,27.7,321.2,1011.9,30.9,16,116.6,10.1,5,10,2023-01-16T07:17:42,2023-01-16T16:54:13,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-17,8.3,2.2,5.6,8.3,-1.1,4.3,-9.5,33.3,0,0,0,"rain,snow",0,0,25.9,15,269.5,1005.9,64.4,16,49.8,4.3,2,10,2023-01-17T07:17:14,2023-01-17T16:55:22,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-18,11,6.6,8.8,11,4.1,7,0.9,58.5,1.22,100,8.33,rain,0,0,48.4,30.6,283.2,1008.6,58.8,15.8,73.5,6.4,4,10,2023-01-18T07:16:44,2023-01-18T16:56:31,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-19,7.2,4.4,5.5,6.7,1.3,3.6,1.8,78.5,20.571,100,62.5,rain,0,0,33.5,15,36,1012.3,74.3,10.6,10,0.6,0,10,2023-01-19T07:16:12,2023-01-19T16:57:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-20,9.2,4.5,6.8,6.4,3.1,4.6,1.2,69.1,0.08,100,4.17,rain,0,0,46.4,26.6,280.7,1005.2,88.2,15.7,60,5.1,4,10,2023-01-20T07:15:38,2023-01-20T16:58:52,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-21,6,2.9,3.9,3.2,-1.2,1.1,-4.1,56,0,0,0,,0,0,35.3,25.3,320.9,1019.4,97.8,16,39.7,3.6,2,10,2023-01-21T07:15:02,2023-01-21T17:00:03,0,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-22,5.5,2.4,3.7,5.5,-0.6,1.7,-2.9,63.3,9.161,100,29.17,rain,0,0,22.3,16.3,241.7,1018.7,91.4,13.7,47,4.2,3,10,2023-01-22T07:14:24,2023-01-22T17:01:15,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-23,3.9,2.2,3.2,2.8,-4,-0.7,0.2,81.8,14.19,100,66.67,rain,0,0,56.2,37.1,323.2,1003.9,99.4,10.8,20.9,1.8,1,10,2023-01-23T07:13:44,2023-01-23T17:02:27,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-24,7.4,1.8,4.3,4.1,-2.6,1,-5.1,50.9,0,0,0,,0,0,51,22.8,285.5,1019.6,69.5,16,113.5,9.9,6,10,2023-01-24T07:13:01,2023-01-24T17:03:39,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-25,12.1,2.2,4.7,12.1,-2.1,2.5,-1.1,67.9,20.68,100,41.67,rain,0,0,59.2,25.9,101.9,1019.4,62.7,12.7,24.4,2.1,1,10,2023-01-25T07:12:17,2023-01-25T17:04:52,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
New York,2023-01-26,13,5,7.9,13,1,5.4,0.8,62.7,11.815,100,20.83,rain,0,0,57.7,33.5,260.5,1002.7,90.6,14.9,37.5,3.3,1,10,2023-01-26T07:11:31,2023-01-26T17:06:05,0.16,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-27,5.3,2.4,3.9,3.3,-0.9,1.3,-5.2,52.4,0,0,0,,0,0,35.3,21,254.4,1018.2,40.2,16,68.8,5.9,3,10,2023-01-27T07:10:43,2023-01-27T17:07:19,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York,2023-01-28,11.1,2.9,6.8,11.1,-0.6,4.7,-4.7,44.3,0.699,100,4.17,rain,0,0,96.1,20.5,241.4,1023.8,27.5,16,106.9,9.3,5,10,2023-01-28T07:09:53,2023-01-28T17:08:33,0.25,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-01-29,11.1,6.1,8.3,11.1,4.6,7.3,-0.6,54.2,0,0,0,,0,0,32.6,16.2,255.9,1023.5,36.7,16,41,3.5,2,10,2023-01-29T07:09:02,2023-01-29T17:09:47,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-01-30,12.8,5.1,8.2,12.8,3.7,7.2,2,65.4,0,0,0,,0,0,31.7,14.7,253.5,1020.8,23.1,16,108.1,9.3,5,10,2023-01-30T07:08:08,2023-01-30T17:11:01,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-01-31,8.4,1.1,3.9,6.9,-3.9,1.6,-2.8,63.1,0.318,100,16.67,rain,0,0,79.6,20.2,8.3,1022,99.4,15.9,36.2,3.1,2,10,2023-01-31T07:07:13,2023-01-31T17:12:15,0.33,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-01,4.9,-1.7,1.2,2.1,-6.8,-2.3,-8,53.2,0.038,100,8.33,"rain,snow",0.9,0,47.9,21.6,9.9,1024.6,50.4,15.6,130.2,11.1,6,10,2023-02-01T07:06:16,2023-02-01T17:13:29,0.36,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,snow,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-02,4.9,-1.2,1.8,1.5,-4.2,-1.8,-9.4,44.2,0.23,100,4.17,rain,0,0,87.1,23.3,257.5,1020.2,2.3,16,136.5,11.6,6,10,2023-02-02T07:05:17,2023-02-02T17:14:44,0.4,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-03,2.1,-10.1,-3.3,-0.4,-14.8,-7.5,-13.6,45.5,0.469,100,4.17,snow,0,0,63.3,25.2,286.6,1017.1,33.1,16,148.1,12.7,6,10,2023-02-03T07:04:17,2023-02-03T17:15:58,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-04,-2.8,-14.2,-8.3,-8.2,-23.4,-13.7,-18.2,45.7,0,0,0,,0,0,60.8,28.8,262,1034.4,17.5,16,146,12.6,6,10,2023-02-04T07:03:15,2023-02-04T17:17:12,0.46,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-05,9.3,-2.8,3.5,9.3,-8.4,0.8,-5.7,52.2,0,0,0,,0,0,66.6,21.3,237.3,1022.6,2.5,16,115.8,10,5,10,2023-02-05T07:02:11,2023-02-05T17:18:27,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-06,11.6,2.8,6.7,11.6,0.1,5.4,-1.3,57.9,0.46,100,8.33,rain,0,0,73.5,20.2,30.5,1017.1,42.6,16,105.8,9.2,6,10,2023-02-06T07:01:06,2023-02-06T17:19:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-07,5.6,0.5,3,3.8,-3.9,0.1,-3.9,61.1,0.019,100,4.17,rain,0,0,72,25.1,144.5,1025.7,16.5,16,102,8.8,5,10,2023-02-07T06:59:59,2023-02-07T17:20:55,0.57,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-08,13.2,3.4,7.8,13.2,0.5,6.6,-1.2,56.4,0.474,100,12.5,rain,0,0,66.6,16.4,268.9,1022.6,13.7,15.8,148.3,12.8,6,10,2023-02-08T06:58:51,2023-02-08T17:22:09,0.6,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-09,11.7,3.9,7.9,11.7,2.7,7.3,2.7,69.7,0,0,0,,0,0,89.6,14.8,155.1,1021.3,65.6,16,30.9,2.6,1,10,2023-02-09T06:57:41,2023-02-09T17:23:23,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-10,15.5,7.9,12.7,15.5,5.6,12.4,2.7,52.9,0,0,0,,0,0,74.6,21.7,266.7,1012.2,16.8,15.9,151.7,13,6,10,2023-02-10T06:56:30,2023-02-10T17:24:37,0.67,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-11,9.2,3.3,6,7.5,0.3,4,-6.3,41.7,0,0,0,,0,0,50,20,277.5,1023.9,9.7,16,159.8,13.6,6,10,2023-02-11T06:55:17,2023-02-11T17:25:50,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-12,7.9,2.3,5.1,7.9,0.1,3.2,-3.6,54.1,0.019,100,4.17,rain,0,0,31.4,23.7,352.4,1018.2,25,16,69.9,6,3,10,2023-02-12T06:54:04,2023-02-12T17:27:04,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-13,13.9,5,9,13.9,0.9,7.8,-6.5,34,0.235,100,4.17,rain,0,0,66.6,25.4,308.4,1003.4,38.4,16,152.5,12.9,6,10,2023-02-13T06:52:48,2023-02-13T17:28:17,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-14,12.8,5.6,8.9,12.8,3.8,8.5,-4.5,39,0,0,0,,0,0,59,15.1,272,1016.5,0.4,16,169.3,14.7,7,10,2023-02-14T06:51:32,2023-02-14T17:29:30,0.81,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-15,17.8,7.3,12.2,17.8,6,11.9,1.9,50,0.23,100,4.17,rain,0,0,79.6,21.6,246.2,1017.4,10.9,16,100.5,8.5,5,10,2023-02-15T06:50:14,2023-02-15T17:30:42,0.84,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-16,16.9,10.9,13.5,16.9,10.9,13.5,6.4,63.4,1.271,100,16.67,rain,0,0,38.9,13.4,262.8,1014.9,35.7,15.9,74.2,6.4,4,10,2023-02-16T06:48:55,2023-02-16T17:31:55,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-17,16.1,1.1,10.6,16.1,-2,9.8,6.2,74.6,4.097,100,29.17,rain,0,0,57.6,21.1,265,1005.7,84.3,14.3,19.8,1.7,1,10,2023-02-17T06:47:35,2023-02-17T17:33:07,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-18,7.1,-1.7,2.6,4,-4.1,-0.4,-8.3,45.6,0.23,100,4.17,rain,0,0,71.3,18.4,262.4,1025.6,23.5,15.9,177.8,15.3,7,10,2023-02-18T06:46:14,2023-02-18T17:34:19,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-19,9.3,2.9,5.7,7.2,-0.5,3.4,-1.3,61.3,0,0,0,,0,0,55.4,37.1,209.4,1024.5,2.6,16,107.5,9.1,4,10,2023-02-19T06:44:52,2023-02-19T17:35:30,0.98,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-20,16.2,7.3,10.4,16.2,4.9,9.4,3.4,65.7,0,0,0,,0,0,35.3,22.4,271.3,1007.3,41.5,15.8,95.4,8.4,6,10,2023-02-20T06:43:28,2023-02-20T17:36:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-21,10.6,3.3,6.1,10.6,-1.5,4,1.7,74.6,2.028,100,33.33,rain,0,0,37.1,23.6,36.4,1005.1,73.2,15.8,47.1,4.1,3,10,2023-02-21T06:42:04,2023-02-21T17:37:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-22,6.2,3.3,4.7,6.1,-1.3,2.7,-2.4,62.1,2.58,100,16.67,rain,0,0,66.6,21.9,22.8,1018.4,57.7,15.8,50,4.1,3,10,2023-02-22T06:40:38,2023-02-22T17:39:03,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-02-23,6.2,3.8,4.7,3.8,-0.9,1.4,2.9,88.3,0.036,100,8.33,rain,0,0,33.5,23.9,56.1,1013.4,100,14.8,40,3.3,2,10,2023-02-23T06:39:12,2023-02-23T17:40:14,0.11,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-24,8.3,-1.7,5.2,7.1,-4.2,3.2,-3.7,56.8,0,0,0,,0,0,58.1,14,306.5,1022.9,46.9,13.7,141.4,12.3,6,10,2023-02-24T06:37:45,2023-02-24T17:41:24,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-25,0.6,-3.9,-1.6,-1.2,-8.1,-4.5,-8.3,60,0,0,0,,0.6,0,35.3,12.8,146.3,1029.5,57.1,15.9,68.9,6.1,2,10,2023-02-25T06:36:16,2023-02-25T17:42:33,0.18,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-26,11.1,-0.7,3.8,11.1,-4.8,1,-2.8,63.9,0.938,100,4.17,rain,0,0,48.9,25.1,260.2,1013.5,27.5,15.9,100.5,8.7,6,10,2023-02-26T06:34:47,2023-02-26T17:43:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-27,6.7,1.6,3.8,6.1,-3.4,1.2,-4.6,55.5,0.811,100,12.5,"rain,snow",0,0.3,47,23.7,84.4,1013.6,36.9,15.1,166.5,14.3,7,10,2023-02-27T06:33:18,2023-02-27T17:44:52,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-02-28,3.3,1,2.2,2.8,-5.5,-1.7,1.1,93.1,1.076,100,62.5,"rain,snow",7.1,5.8,44.7,33,30.3,1008.2,83.8,13,32.9,2.7,1,10,2023-02-28T06:31:47,2023-02-28T17:46:01,0.28,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-01,6.6,2.1,4.6,5,-1.2,1.8,-0.4,70.8,0.235,100,8.33,rain,0,1.7,28,18.4,94,1019,51.3,15.4,134.3,11.7,7,10,2023-03-01T06:30:16,2023-03-01T17:47:09,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-02,11.7,4.4,7.2,11.7,1,5.7,2.6,75.8,0,0,0,,0,0,55.1,20,354.9,1007,60.5,10.7,80.8,7.1,5,10,2023-03-02T06:28:44,2023-03-02T17:48:17,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-03,7.5,3.3,5.1,6.8,-0.3,2.6,-2.2,60.3,1.522,100,16.67,rain,0,0,57.2,32.7,58.4,1015.4,38.8,15.9,112.6,9.7,6,10,2023-03-03T06:27:11,2023-03-03T17:49:25,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-04,8.3,4.3,6,7.2,0.4,3.4,2.9,81.2,11.493,100,41.67,rain,0,0,66.2,45.6,24.6,1002.4,99.8,14,71,6.1,4,10,2023-03-04T06:25:37,2023-03-04T17:50:33,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-05,12.1,3.8,7.4,12.1,1.1,6.2,-1.8,53.2,0,0,0,,0,0,55.4,16.5,288.6,1019.8,46.6,16,154.6,13.4,7,10,2023-03-05T06:24:03,2023-03-05T17:51:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-06,12.1,4.4,8.2,12.1,1.3,7.1,-5,41.1,0,0,0,,0,0,73.1,18.1,290.9,1018.7,19.4,16,177.3,15.3,6,10,2023-03-06T06:22:29,2023-03-06T17:52:47,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-07,9.3,1.1,4.8,7.9,-2.1,2.7,-5.5,51.2,1.482,100,25,"rain,snow",2,0.5,63.5,24,307.2,1011.2,66.7,15.5,199.2,17.3,8,10,2023-03-07T06:20:54,2023-03-07T17:53:54,0.5,"Snow, Rain, Partially cloudy",Clearing in the afternoon with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-08,9.3,0,4.3,8.7,-3.3,2.3,-5,51.3,0,0,0,,0,0,60.9,15.4,326.4,1020.5,17.4,16,213,18.3,8,10,2023-03-08T06:19:18,2023-03-08T17:55:01,0.54,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-03-09,12.1,1.3,5.9,12.1,-3.2,4.2,-3.2,53.2,0.469,100,4.17,rain,0,0,59.2,20.1,5.3,1021.7,14.3,16,218.5,18.8,8,10,2023-03-09T06:17:42,2023-03-09T17:56:07,0.58,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-03-10,7.2,3.3,5.2,7.2,-0.8,2.8,-0.4,67.7,0.451,100,16.67,rain,0,0,66.6,17.7,62.3,1015,62.4,15.8,79.1,6.7,4,10,2023-03-10T06:16:05,2023-03-10T17:57:13,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-03-11,7.1,2.8,4.9,5.3,-0.2,2.3,1.5,80.3,0.692,100,45.83,rain,0,0,44.3,18.6,26.5,1008.3,97,15.7,64.7,5.7,4,10,2023-03-11T06:14:28,2023-03-11T17:58:19,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-12,8.3,1.7,4.8,7.1,-1,2.6,-2.5,60.5,0,0,0,,0,0,50,14.4,85.7,1016.7,12.9,16,155.2,12.9,5,10,2023-03-12T07:12:51,2023-03-12T18:59:24,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York,2023-03-13,6.8,3.9,5.2,4.6,0.8,2.4,2.9,85.2,10.958,100,70.83,rain,0,0,42.5,24.2,63.7,1012,100,9,35.3,2.9,1,10,2023-03-13T07:11:13,2023-03-13T19:00:30,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York,2023-03-14,3.9,1,2.1,3.9,-4.3,-2.5,-1.4,78.3,8.825,100,37.5,"rain,snow",1.5,0,53.2,31.4,286.5,1000.7,97.8,10.1,56.7,4.8,3,10,2023-03-14T07:09:35,2023-03-14T19:01:35,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
